,fighter_1,fighter_2,end_round,end_time,winner,date,fight_url,f1_r1_kds,f1_r1_sigstrikes_l,f1_r1_sigstrikes_a,f1_r1_strikes_l,f1_r1_strikes_a,f1_r1_tds_l,f1_r1_tds_a,f1_r1_subs_a,f1_r1_passes,f1_r1_revs,f1_r1_ss_head_l,f1_r1_ss_head_a,f1_r1_ss_body_l,f1_r1_ss_body_a,f1_r1_ss_leg_l,f1_r1_ss_leg_a,f1_r1_ss_dist_l,f1_r1_ss_dist_a,f1_r1_ss_clinch_l,f1_r1_ss_clinch_a,f1_r1_ss_ground_l,f1_r1_ss_ground_a,f2_r1_kds,f2_r1_sigstrikes_l,f2_r1_sigstrikes_a,f2_r1_strikes_l,f2_r1_strikes_a,f2_r1_tds_l,f2_r1_tds_a,f2_r1_subs_a,f2_r1_passes,f2_r1_revs,f2_r1_ss_head_l,f2_r1_ss_head_a,f2_r1_ss_body_l,f2_r1_ss_body_a,f2_r1_ss_leg_l,f2_r1_ss_leg_a,f2_r1_ss_dist_l,f2_r1_ss_dist_a,f2_r1_ss_clinch_l,f2_r1_ss_clinch_a,f2_r1_ss_ground_l,f2_r1_ss_ground_a,f1_r2_kds,f1_r2_sigstrikes_l,f1_r2_sigstrikes_a,f1_r2_strikes_l,f1_r2_strikes_a,f1_r2_tds_l,f1_r2_tds_a,f1_r2_subs_a,f1_r2_passes,f1_r2_revs,f1_r2_ss_head_l,f1_r2_ss_head_a,f1_r2_ss_body_l,f1_r2_ss_body_a,f1_r2_ss_leg_l,f1_r2_ss_leg_a,f1_r2_ss_dist_l,f1_r2_ss_dist_a,f1_r2_ss_clinch_l,f1_r2_ss_clinch_a,f1_r2_ss_ground_l,f1_r2_ss_ground_a,f2_r2_kds,f2_r2_sigstrikes_l,f2_r2_sigstrikes_a,f2_r2_strikes_l,f2_r2_strikes_a,f2_r2_tds_l,f2_r2_tds_a,f2_r2_subs_a,f2_r2_passes,f2_r2_revs,f2_r2_ss_head_l,f2_r2_ss_head_a,f2_r2_ss_body_l,f2_r2_ss_body_a,f2_r2_ss_leg_l,f2_r2_ss_leg_a,f2_r2_ss_dist_l,f2_r2_ss_dist_a,f2_r2_ss_clinch_l,f2_r2_ss_clinch_a,f2_r2_ss_ground_l,f2_r2_ss_ground_a,f1_r3_kds,f1_r3_sigstrikes_l,f1_r3_sigstrikes_a,f1_r3_strikes_l,f1_r3_strikes_a,f1_r3_tds_l,f1_r3_tds_a,f1_r3_subs_a,f1_r3_passes,f1_r3_revs,f1_r3_ss_head_l,f1_r3_ss_head_a,f1_r3_ss_body_l,f1_r3_ss_body_a,f1_r3_ss_leg_l,f1_r3_ss_leg_a,f1_r3_ss_dist_l,f1_r3_ss_dist_a,f1_r3_ss_clinch_l,f1_r3_ss_clinch_a,f1_r3_ss_ground_l,f1_r3_ss_ground_a,f2_r3_kds,f2_r3_sigstrikes_l,f2_r3_sigstrikes_a,f2_r3_strikes_l,f2_r3_strikes_a,f2_r3_tds_l,f2_r3_tds_a,f2_r3_subs_a,f2_r3_passes,f2_r3_revs,f2_r3_ss_head_l,f2_r3_ss_head_a,f2_r3_ss_body_l,f2_r3_ss_body_a,f2_r3_ss_leg_l,f2_r3_ss_leg_a,f2_r3_ss_dist_l,f2_r3_ss_dist_a,f2_r3_ss_clinch_l,f2_r3_ss_clinch_a,f2_r3_ss_ground_l,f2_r3_ss_ground_a,f1_r4_kds,f1_r4_sigstrikes_l,f1_r4_sigstrikes_a,f1_r4_strikes_l,f1_r4_strikes_a,f1_r4_tds_l,f1_r4_tds_a,f1_r4_subs_a,f1_r4_passes,f1_r4_revs,f1_r4_ss_head_l,f1_r4_ss_head_a,f1_r4_ss_body_l,f1_r4_ss_body_a,f1_r4_ss_leg_l,f1_r4_ss_leg_a,f1_r4_ss_dist_l,f1_r4_ss_dist_a,f1_r4_ss_clinch_l,f1_r4_ss_clinch_a,f1_r4_ss_ground_l,f1_r4_ss_ground_a,f2_r4_kds,f2_r4_sigstrikes_l,f2_r4_sigstrikes_a,f2_r4_strikes_l,f2_r4_strikes_a,f2_r4_tds_l,f2_r4_tds_a,f2_r4_subs_a,f2_r4_passes,f2_r4_revs,f2_r4_ss_head_l,f2_r4_ss_head_a,f2_r4_ss_body_l,f2_r4_ss_body_a,f2_r4_ss_leg_l,f2_r4_ss_leg_a,f2_r4_ss_dist_l,f2_r4_ss_dist_a,f2_r4_ss_clinch_l,f2_r4_ss_clinch_a,f2_r4_ss_ground_l,f2_r4_ss_ground_a,f1_r5_kds,f1_r5_sigstrikes_l,f1_r5_sigstrikes_a,f1_r5_strikes_l,f1_r5_strikes_a,f1_r5_tds_l,f1_r5_tds_a,f1_r5_subs_a,f1_r5_passes,f1_r5_revs,f1_r5_ss_head_l,f1_r5_ss_head_a,f1_r5_ss_body_l,f1_r5_ss_body_a,f1_r5_ss_leg_l,f1_r5_ss_leg_a,f1_r5_ss_dist_l,f1_r5_ss_dist_a,f1_r5_ss_clinch_l,f1_r5_ss_clinch_a,f1_r5_ss_ground_l,f1_r5_ss_ground_a,f2_r5_kds,f2_r5_sigstrikes_l,f2_r5_sigstrikes_a,f2_r5_strikes_l,f2_r5_strikes_a,f2_r5_tds_l,f2_r5_tds_a,f2_r5_subs_a,f2_r5_passes,f2_r5_revs,f2_r5_ss_head_l,f2_r5_ss_head_a,f2_r5_ss_body_l,f2_r5_ss_body_a,f2_r5_ss_leg_l,f2_r5_ss_leg_a,f2_r5_ss_dist_l,f2_r5_ss_dist_a,f2_r5_ss_clinch_l,f2_r5_ss_clinch_a,f2_r5_ss_ground_l,f2_r5_ss_ground_a
511,Islam Makhachev,Gleison Tibau,1,0:57,Islam Makhachev,2018-01-20,http://ufcstats.com/fight-details/b9726184624ac076,1,3,6,3,6,0,0,0,0,0,2,5,1,1,0,0,2,4,0,0,1,2,0,2,4,2,4,0,0,0,0,0,2,5,1,1,0,0,2,4,0,0,1,2,1,3,6,3,6,0,0,0,0,0,1,2,0,1,1,1,2,4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,"Jeremy Stephens ""Lil' Heathen""","Dooho Choi ""The Korean Superboy""",2,2:36,"Jeremy Stephens ""Lil' Heathen""",2018-01-14,http://ufcstats.com/fight-details/51e684bfce8d94aa,0,22,73,22,73,0,0,0,0,0,13,59,2,2,7,12,20,71,2,2,0,0,0,30,57,30,57,0,0,0,0,0,13,59,2,2,7,12,20,71,2,2,0,0,0,22,73,22,73,0,0,0,0,0,14,34,2,5,14,18,28,54,2,3,0,0,0,14,22,15,23,0,0,0,0,0,19,52,4,4,4,4,22,53,1,1,4,6,1,27,60,27,60,0,0,0,0,0,10,17,1,2,3,3,14,22,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,"Paige VanZant ""12 Gauge""","Jessica-Rose Clark ""Jessy Jess""",3,5:00,"Paige VanZant ""12 Gauge""",2018-01-14,http://ufcstats.com/fight-details/0820a29a03d58282,0,7,16,21,30,0,1,0,0,0,5,12,2,3,0,1,7,15,0,1,0,0,0,12,25,24,37,1,2,0,2,1,5,12,2,3,0,1,7,15,0,1,0,0,0,7,16,21,30,0,1,0,0,0,9,21,2,3,1,1,5,15,3,5,4,5,0,15,22,26,34,1,1,1,2,0,15,23,3,5,1,1,6,13,1,1,12,15,0,19,29,47,59,0,1,0,0,1,10,17,4,4,1,1,2,6,1,1,12,15,0,28,51,28,51,0,0,0,0,0,9,40,13,24,6,9,27,72,1,1,0,0,0,28,73,28,73,0,0,0,0,0,17,33,6,12,5,6,25,46,3,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,"Kamaru Usman ""The Nigerian Nightmare""","Emil Meek ""Valhalla""",3,5:00,"Kamaru Usman ""The Nigerian Nightmare""",2018-01-14,http://ufcstats.com/fight-details/f767243bb48ab9d7,0,13,14,27,29,3,9,0,3,0,4,5,5,5,4,4,0,0,5,5,8,9,0,3,10,25,34,0,0,1,0,0,4,5,5,5,4,4,0,0,5,5,8,9,0,13,14,27,29,3,9,0,3,0,2,9,1,1,0,0,1,4,0,0,2,6,0,13,31,23,44,0,0,1,0,0,15,24,2,2,1,1,3,6,3,3,12,18,0,18,27,49,58,1,4,0,1,0,8,24,3,5,2,2,6,23,1,1,6,7,0,14,26,38,53,0,0,0,0,0,10,15,2,3,7,7,5,9,0,0,14,16,0,19,25,36,45,4,6,0,3,0,10,21,3,4,1,1,10,21,3,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,"Darren Elkins ""The Damage""","Michael Johnson ""The Menace""",2,2:22,"Darren Elkins ""The Damage""",2018-01-14,http://ufcstats.com/fight-details/d85c76a61a820be9,0,15,58,15,58,0,3,0,0,0,11,52,4,6,0,0,15,56,0,2,0,0,0,43,94,43,94,0,0,0,0,0,11,52,4,6,0,0,15,56,0,2,0,0,0,15,58,15,58,0,3,0,0,0,28,71,8,12,7,11,43,93,0,1,0,0,0,2,4,3,5,0,0,0,0,0,2,5,1,1,0,0,2,4,0,0,1,2,0,3,6,39,50,1,1,1,2,0,1,3,1,1,0,0,2,4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,"James Krause ""The""","Alex White ""The Spartan""",3,5:00,"James Krause ""The""",2018-01-14,http://ufcstats.com/fight-details/3b1453df439a5024,0,12,19,17,27,1,5,0,3,0,11,18,0,0,1,1,3,9,0,0,9,10,0,15,34,23,42,0,0,0,0,0,11,18,0,0,1,1,3,9,0,0,9,10,0,12,19,17,27,1,5,0,3,0,11,27,4,6,0,1,8,26,1,1,6,7,0,17,50,30,64,1,1,0,0,0,14,28,3,3,0,1,14,25,0,0,3,7,0,17,32,29,44,2,2,1,1,0,16,48,1,2,0,0,9,39,0,0,8,11,0,24,43,44,69,0,0,0,0,0,5,14,0,1,1,1,1,9,1,2,4,5,0,6,16,10,22,0,4,1,0,1,15,34,9,9,0,0,12,26,11,14,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,"Matt Frevola ""The Steamrolla""","Polo Reyes ""El Toro""",1,1:00,"Matt Frevola ""The Steamrolla""",2018-01-14,http://ufcstats.com/fight-details/4843f369dc8b5de5,0,9,30,9,30,0,0,0,0,0,5,26,4,4,0,0,8,29,1,1,0,0,2,18,39,19,40,0,0,0,0,0,5,26,4,4,0,0,8,29,1,1,0,0,0,9,30,9,30,0,0,0,0,0,17,38,1,1,0,0,17,36,0,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518,Talita Bernardo,Irene Aldana,3,5:00,Talita Bernardo,2018-01-14,http://ufcstats.com/fight-details/738e0ccad2c9224b,0,13,26,19,32,0,5,0,0,0,7,19,2,2,4,5,10,22,2,3,1,1,0,28,72,57,107,1,1,0,4,1,7,19,2,2,4,5,10,22,2,3,1,1,0,13,26,19,32,0,5,0,0,0,22,64,3,4,3,4,15,55,3,4,10,13,0,12,29,55,75,0,1,0,0,0,9,23,1,2,2,2,5,16,0,0,7,11,0,12,27,34,53,1,2,0,1,0,10,26,2,3,0,0,7,21,0,1,5,7,0,30,70,36,76,0,0,0,2,2,15,27,0,0,6,7,21,34,0,0,0,0,0,21,34,21,34,0,4,0,0,1,25,63,5,6,0,1,24,64,0,0,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519,"Kyung Ho Kang ""Mr. Perfect""","Guido Cannetti ""Ninja""",1,4:53,"Kyung Ho Kang ""Mr. Perfect""",2018-01-14,http://ufcstats.com/fight-details/1bf1a6fc9c9acc26,0,3,11,28,36,1,2,1,1,0,3,9,0,2,0,0,1,8,1,1,1,2,0,19,39,22,42,1,2,0,0,0,3,9,0,2,0,0,1,8,1,1,1,2,0,3,11,28,36,1,2,1,1,0,12,29,4,7,3,3,9,29,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,Kalindra Faria,"Jessica Eye ""Evil""",3,5:00,Kalindra Faria,2018-01-14,http://ufcstats.com/fight-details/f8bb0aed83bd8638,0,17,28,21,34,1,1,1,1,0,14,24,2,3,1,1,7,16,3,4,7,8,0,7,14,20,31,0,1,6,0,0,14,24,2,3,1,1,7,16,3,4,7,8,0,17,28,21,34,1,1,1,1,0,6,12,1,2,0,0,4,10,1,1,2,3,0,5,6,11,13,1,1,0,1,0,2,2,2,2,0,0,0,0,2,2,2,2,0,4,4,7,12,0,0,0,0,0,3,4,0,0,2,2,0,0,2,2,3,4,0,13,29,22,42,2,2,0,2,0,12,32,2,3,3,3,11,32,2,2,4,4,0,17,38,24,45,0,1,0,0,0,11,26,1,2,1,1,11,25,0,0,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,"Danielle Taylor ""Dynamite""",JJ Aldrich,3,5:00,"Danielle Taylor ""Dynamite""",2018-01-14,http://ufcstats.com/fight-details/9f10afab94cafc45,0,7,38,27,59,0,0,0,0,0,2,27,2,6,3,5,6,37,0,0,1,1,0,8,34,21,48,1,3,0,1,0,2,27,2,6,3,5,6,37,0,0,1,1,0,7,38,27,59,0,0,0,0,0,7,30,0,3,1,1,7,32,1,1,0,1,0,20,52,20,52,0,1,0,0,0,9,44,4,8,4,4,15,51,2,5,0,0,0,17,56,23,62,0,0,0,0,0,17,47,3,4,0,1,18,49,2,3,0,0,0,26,64,26,64,0,1,0,0,0,10,36,2,3,2,3,14,41,0,1,0,0,0,14,42,14,42,0,1,0,0,0,23,60,2,3,1,1,23,61,3,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,Mads Burnell,Mike Santiago,3,5:00,Mads Burnell,2018-01-14,http://ufcstats.com/fight-details/c4ecf4b894ccbced,0,1,1,19,30,1,4,0,2,0,1,1,0,0,0,0,0,0,0,0,1,1,0,17,27,28,39,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,19,30,1,4,0,2,0,14,21,0,1,3,5,1,5,10,13,6,9,0,17,25,24,34,1,1,0,2,0,13,22,0,0,0,0,4,11,0,0,9,11,0,13,22,29,49,1,1,1,6,1,12,20,3,3,2,2,10,15,2,2,5,8,0,17,27,43,54,0,0,0,0,0,6,11,0,0,0,0,1,4,1,1,4,6,0,6,11,62,90,1,2,0,3,0,8,15,8,10,1,2,2,9,10,13,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523,"Cris Cyborg ""Cyborg""","Holly Holm ""The Preacher's Daughter""",5,5:00,"Cris Cyborg ""Cyborg""",2017-12-30,http://ufcstats.com/fight-details/279b4190d9ef1379,0,16,31,20,35,0,0,0,0,0,10,20,2,4,4,7,14,28,2,3,0,0,0,5,28,5,28,0,0,0,0,0,10,20,2,4,4,7,14,28,2,3,0,0,0,16,31,20,35,0,0,0,0,0,3,26,2,2,0,0,5,28,0,0,0,0,0,4,33,7,37,0,0,0,0,0,13,35,5,5,3,3,18,40,3,3,0,0,0,21,43,25,48,0,0,0,0,0,4,29,0,1,0,3,3,32,1,1,0,0,0,6,45,6,45,0,0,0,0,0,13,36,6,8,3,3,18,43,4,4,0,0,0,22,47,23,48,0,0,0,0,0,5,39,0,3,1,3,6,44,0,1,0,0,0,9,51,9,51,0,0,0,0,0,12,32,6,8,2,2,19,41,1,1,0,0,0,20,42,21,43,0,0,0,0,0,7,45,1,3,1,3,9,51,0,0,0,0,0,20,70,21,71,0,0,0,0,0,22,41,10,12,7,7,32,53,7,7,0,0
524,"Khabib Nurmagomedov ""The Eagle""","Edson Barboza ""Junior""",3,5:00,"Khabib Nurmagomedov ""The Eagle""",2017-12-30,http://ufcstats.com/fight-details/a88a4c126d585320,0,36,68,50,83,1,3,0,3,0,31,63,5,5,0,0,5,22,0,0,31,46,0,10,19,10,20,0,0,0,0,0,31,63,5,5,0,0,5,22,0,0,31,46,0,36,68,50,83,1,3,0,3,0,0,6,4,6,6,7,10,19,0,0,0,0,0,9,26,9,26,0,0,0,0,0,26,53,3,5,2,2,15,41,2,2,14,17,0,31,60,59,89,1,4,0,1,0,4,17,5,9,0,0,8,25,1,1,0,0,0,6,31,6,31,0,0,0,0,0,20,46,0,1,2,2,12,33,0,1,10,15,0,22,49,45,74,2,6,0,0,0,2,24,2,4,2,3,5,30,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,"Dan Hooker ""The Hangman""","Marc Diakiese ""Bonecrusher""",3,0:42,"Dan Hooker ""The Hangman""",2017-12-30,http://ufcstats.com/fight-details/3d76ed7e224e9c99,0,7,18,8,19,1,1,0,0,0,1,6,2,6,4,6,7,18,0,0,0,0,0,6,28,6,28,0,2,0,0,0,1,6,2,6,4,6,7,18,0,0,0,0,0,7,18,8,19,1,1,0,0,0,0,7,2,5,4,16,6,28,0,0,0,0,0,9,21,26,39,0,2,0,0,1,1,6,1,3,3,3,5,12,0,0,0,0,0,5,12,11,19,1,2,0,1,0,3,12,1,2,5,7,8,20,1,1,0,0,0,9,20,9,20,0,1,0,0,0,1,4,0,1,4,5,5,10,0,0,0,0,0,5,10,5,10,0,0,1,0,0,6,15,1,2,2,3,9,20,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526,Cynthia Calvillo,"Carla Esparza ""Cookie Monster""",3,5:00,Cynthia Calvillo,2017-12-30,http://ufcstats.com/fight-details/f77e3c681fe1b04e,0,11,17,28,34,1,1,0,2,0,10,16,1,1,0,0,0,4,0,0,11,13,0,6,19,16,30,0,0,1,0,1,10,16,1,1,0,0,0,4,0,0,11,13,0,11,17,28,34,1,1,0,2,0,5,18,0,0,1,1,3,14,0,0,3,5,0,20,47,21,48,2,4,0,0,0,14,37,2,2,0,1,13,37,3,3,0,0,0,16,40,17,41,0,1,0,0,0,10,36,3,4,7,7,17,41,2,5,1,1,0,22,72,25,75,0,5,0,0,0,11,53,0,1,0,1,10,54,1,1,0,0,0,11,55,12,56,0,1,0,0,0,12,60,0,1,10,11,21,70,1,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,"Carlos Condit ""The Natural Born Killer""",Neil Magny,3,5:00,"Carlos Condit ""The Natural Born Killer""",2017-12-30,http://ufcstats.com/fight-details/c381ad2c0bf34dd9,0,10,31,18,40,0,0,0,0,0,3,20,2,5,5,6,7,27,3,4,0,0,0,9,35,15,42,2,3,0,0,0,3,20,2,5,5,6,7,27,3,4,0,0,0,10,31,18,40,0,0,0,0,0,3,23,6,9,0,3,6,29,2,4,1,2,0,6,23,27,47,3,4,0,0,0,3,11,3,5,4,4,8,18,2,2,0,0,0,10,20,28,38,0,0,0,0,0,2,18,3,3,1,2,4,20,2,3,0,0,0,17,56,22,61,1,2,0,1,0,4,38,5,11,8,12,17,58,0,3,0,0,0,17,61,18,62,0,0,0,0,0,9,42,4,9,4,5,14,53,2,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,"Khalil Rountree Jr. ""The War Horse""","Michal Oleksiejczuk ""Lord""",3,5:00,No Winner,2017-12-30,http://ufcstats.com/fight-details/e3a2bf2d9ee83318,0,26,87,26,87,0,0,1,0,0,16,73,8,11,2,3,20,80,6,7,0,0,0,33,54,35,56,1,2,0,0,0,16,73,8,11,2,3,20,80,6,7,0,0,0,26,87,26,87,0,0,1,0,0,19,39,14,15,0,0,33,53,0,1,0,0,0,36,66,36,66,0,0,0,0,0,14,58,4,10,1,3,17,69,2,2,0,0,0,19,71,20,72,0,0,0,0,0,15,41,15,18,6,7,33,63,3,3,0,0,0,7,10,42,49,1,1,0,1,0,7,22,0,0,0,0,7,22,0,0,0,0,0,7,22,21,39,0,0,0,0,0,6,9,0,0,1,1,1,4,0,0,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529,"Myles Jury ""Fury""","Rick Glenn ""The Gladiator""",3,5:00,"Myles Jury ""Fury""",2017-12-30,http://ufcstats.com/fight-details/147d2ab0230af48d,0,15,32,23,41,0,0,0,1,1,9,16,6,14,0,2,13,29,1,2,1,1,0,5,23,5,24,0,3,0,0,0,9,16,6,14,0,2,13,29,1,2,1,1,0,15,32,23,41,0,0,0,1,1,1,11,1,6,3,6,5,23,0,0,0,0,0,3,17,12,28,0,1,0,0,0,5,14,3,4,0,1,5,15,1,1,2,3,0,8,19,12,24,1,1,0,1,0,2,13,1,3,0,1,0,13,1,2,2,2,0,6,43,12,50,0,0,0,0,0,13,26,5,6,0,0,11,23,5,5,2,4,0,18,32,21,35,1,2,0,0,0,3,29,2,12,1,2,5,40,1,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,"Marvin Vettori ""The Italian Dream""","Omari Akhmedov ""Wolverine""",3,5:00,No Winner,2017-12-30,http://ufcstats.com/fight-details/0be6540982a5b0cd,0,18,52,18,52,0,1,0,0,0,14,46,2,4,2,2,18,52,0,0,0,0,0,21,88,21,88,0,1,0,0,0,14,46,2,4,2,2,18,52,0,0,0,0,0,18,52,18,52,0,1,0,0,0,17,81,3,4,1,3,20,86,1,2,0,0,0,17,38,20,41,0,0,0,0,0,7,27,1,1,0,0,8,26,0,2,0,0,0,8,28,11,31,0,0,2,0,0,10,28,2,3,5,7,17,38,0,0,0,0,0,13,48,14,49,0,1,0,0,0,35,76,5,5,0,0,29,61,7,13,4,7,0,40,81,56,98,0,0,0,1,0,12,43,1,4,0,1,13,47,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,"Louis Smolka ""Da Last Samurai""",Matheus Nicolau,3,5:00,"Louis Smolka ""Da Last Samurai""",2017-12-30,http://ufcstats.com/fight-details/7e9ed49a1831056f,0,7,43,7,43,0,1,0,0,0,3,35,4,8,0,0,7,43,0,0,0,0,3,34,59,42,69,0,0,1,3,0,3,35,4,8,0,0,7,43,0,0,0,0,0,7,43,7,43,0,1,0,0,0,22,42,12,17,0,0,22,40,0,0,12,19,0,32,70,32,70,0,0,0,0,0,12,52,11,17,4,5,27,74,0,0,0,0,0,27,74,27,74,0,0,0,0,0,19,50,11,18,2,2,32,70,0,0,0,0,0,21,43,33,57,3,4,1,3,0,5,29,8,11,2,2,15,42,0,0,0,0,0,15,42,19,46,0,0,0,0,0,6,22,15,21,0,0,18,40,0,0,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,Tim Elliott,"Mark De La Rosa ""Bumblebee""",2,1:41,Tim Elliott,2017-12-30,http://ufcstats.com/fight-details/8f40ac90544d0003,0,10,18,47,61,1,1,1,5,1,8,13,1,2,1,3,1,5,0,0,9,13,0,2,4,4,6,0,0,0,0,0,8,13,1,2,1,3,1,5,0,0,9,13,0,10,18,47,61,1,1,1,5,1,0,2,2,2,0,0,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,1,0,1,0,0,2,5,0,2,6,7,14,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,"Robbie Lawler ""Ruthless""",Rafael Dos Anjos,5,5:00,"Robbie Lawler ""Ruthless""",2017-12-16,http://ufcstats.com/fight-details/d9375ede2ec2f924,0,14,40,18,44,0,0,0,0,0,6,28,8,12,0,0,7,29,7,11,0,0,0,19,49,31,61,0,1,0,0,0,6,28,8,12,0,0,7,29,7,11,0,0,0,14,40,18,44,0,0,0,0,0,2,25,9,15,8,9,10,35,9,14,0,0,0,58,97,60,99,0,1,0,0,0,23,61,10,12,1,1,24,61,10,13,0,0,0,34,74,36,76,0,0,0,0,0,39,73,13,16,6,8,51,88,7,9,0,0,0,19,28,40,50,1,1,0,1,0,4,12,12,14,0,0,1,8,15,18,0,0,0,16,26,29,39,0,0,0,0,0,15,19,3,8,1,1,3,7,6,11,10,10,0,39,63,44,72,0,1,0,0,0,10,39,1,1,0,0,8,35,3,5,0,0,0,11,40,18,47,0,0,0,0,0,24,46,10,11,5,6,23,44,16,19,0,0,0,37,54,44,61,1,3,0,0,0,10,31,1,1,0,0,8,26,3,6,0,0
534,"Ricardo Lamas ""The Bully""",Josh Emmett,1,4:33,"Ricardo Lamas ""The Bully""",2017-12-16,http://ufcstats.com/fight-details/6f350d91fb07a819,0,17,37,17,37,0,0,0,0,0,3,18,4,5,10,14,17,37,0,0,0,0,1,10,38,10,38,0,0,0,0,0,3,18,4,5,10,14,17,37,0,0,0,0,0,17,37,17,37,0,0,0,0,0,6,32,1,2,3,4,10,38,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
